time_from_start,pos_x,pos_y,pos_z,vel_x,vel_y,vel_z,acc_x,acc_y,acc_z,jerk_x,jerk_y,jerk_z,snap_x,snap_y,snap_z,q_w,q_x,q_y,q_z,omega_x,omega_y,omega_z,angular_acc_x,angular_acc_y,angular_acc_z,angular_jerk_x,angular_jerk_y,angular_jerk_z,angular_snap_x,angular_snap_y,angular_snap_z,heading,heading_rate,heading_acc
4.50000000,-1.62726842,-10.55484375,1.15509415,2.95446604,-1.50837026,0.22996730,0.18824573,0.41385512,0.06928382,-0.36325802,0.24698711,-0.05222228,0.26417775,-0.10204316,0.04402332,0.70684786,-0.00806537,0.02153132,0.70699184,-0.03663272,0.02519942,0.00000006,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
4.52000000,-1.56814193,-10.58492806,1.15970728,2.95815865,-1.50004389,0.23134259,0.18103254,0.41877528,0.06824807,-0.35810475,0.24507048,-0.05135777,0.25109480,-0.08959882,0.04241905,0.70684652,-0.00850009,0.02145150,0.70699050,-0.03612101,0.02500599,0.00000006,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
4.54000000,-1.50894302,-10.61484485,1.16434772,2.96170801,-1.49161949,0.23269734,0.17391977,0.42365961,0.06722929,-0.35321633,0.24340398,-0.05052587,0.23769651,-0.07703180,0.04076229,0.70684505,-0.00893001,0.02137392,0.70698903,-0.03563560,0.02483780,0.00000006,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
4.56000000,-1.44967455,-10.64459219,1.16901504,2.96511607,-1.48309771,0.23403187,0.16690208,0.42851312,0.06622681,-0.34859888,0.24198992,-0.04972761,0.22400068,-0.06435730,0.03905537,0.70684343,-0.00935549,0.02129857,0.70698741,-0.03517716,0.02469509,0.00000006,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
4.58000000,-1.39033931,-10.67416812,1.17370886,2.96838469,-1.47447913,0.23534651,0.15997397,0.43334090,0.06523996,-0.34425817,0.24083030,-0.04896397,0.21002535,-0.05159066,0.03730064,0.70684168,-0.00977690,0.02122545,0.70698566,-0.03474629,0.02457808,0.00000007,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
4.60000000,-1.33094008,-10.70357071,1.17842877,2.97151559,-1.46576422,0.23664157,0.15312987,0.43814804,0.06426802,-0.34019961,0.23992681,-0.04823589,0.19578874,-0.03874729,0.03550048,0.70683980,-0.01019463,0.02115454,0.70698377,-0.03434356,0.02448697,0.00000007,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
4.62000000,-1.27147959,-10.73279805,1.18317439,2.97451040,-1.45695332,0.23791733,0.14636407,0.44293969,0.06331028,-0.33642824,0.23928082,-0.04754424,0.18130930,-0.02584268,0.03365732,0.70683777,-0.01060905,0.02108582,0.70698175,-0.03396951,0.02442192,0.00000007,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
4.64000000,-1.21196056,-10.76184821,1.18794534,2.97737064,-1.44804670,0.23917407,0.13967079,0.44772100,0.06236600,-0.33294873,0.23889340,-0.04688986,0.16660564,-0.01289239,0.03177361,0.70683562,-0.01102056,0.02101927,0.70697960,-0.03362464,0.02438305,0.00000007,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
4.66000000,-1.15238566,-10.79071928,1.19274123,2.98009768,-1.43904451,0.24041205,0.13304415,0.45249715,0.06143443,-0.32976538,0.23876532,-0.04627355,0.15169656,0.00008797,0.02985182,0.70683333,-0.01142955,0.02095487,0.70697730,-0.03330940,0.02437045,0.00000007,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
4.68000000,-1.09275753,-10.81940935,1.19756170,2.98269281,-1.42994681,0.24163153,0.12647818,0.45727334,0.06051480,-0.32688211,0.23889702,-0.04569603,0.13660098,0.01308273,0.02789447,0.70683090,-0.01183642,0.02089260,0.70697488,-0.03302421,0.02438419,0.00000008,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
4.70000000,-1.03307882,-10.84791651,1.20240637,2.98515717,-1.42075354,0.24283272,0.11996684,0.46205477,0.05960633,-0.32430246,0.23928862,-0.04515799,0.12133800,0.02607622,0.02590408,0.70682834,-0.01224157,0.02083242,0.70697232,-0.03276946,0.02442429,0.00000008,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
4.72000000,-0.97335211,-10.87623885,1.20727489,2.98749180,-1.41146455,0.24401585,0.11350403,0.46684662,0.05870821,-0.32202958,0.23993995,-0.04466007,0.10592682,0.03905272,0.02388321,0.70682564,-0.01264540,0.02077431,0.70696962,-0.03254549,0.02449076,0.00000008,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
4.74000000,-0.91358000,-10.90437445,1.21216688,2.98969762,-1.40207957,0.24518111,0.10708359,0.47165409,0.05781965,-0.32006624,0.24085051,-0.04420285,0.09038674,0.05199652,0.02183444,0.70682280,-0.01304831,0.02071823,0.70696678,-0.03235260,0.02458356,0.00000008,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
4.76000000,-0.85376506,-10.93232139,1.21708201,2.99177539,-1.39259825,0.24632869,0.10069930,0.47648236,0.05693982,-0.31841484,0.24201949,-0.04378686,0.07473719,0.06489192,0.01976035,0.70681982,-0.01345072,0.02066415,0.70696380,-0.03219105,0.02470261,0.00000008,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
4.78000000,-0.79390984,-10.96007774,1.22201992,2.99372579,-1.38302011,0.24745876,0.09434491,0.48133659,0.05606790,-0.31707736,0.24344576,-0.04341258,0.05899765,0.07772322,0.01766356,0.70681670,-0.01385303,0.02061203,0.70696067,-0.03206106,0.02484783,0.00000008,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
4.80000000,-0.73401687,-10.98764155,1.22698025,2.99554934,-1.37334458,0.24857146,0.08801411,0.48622190,0.05520304,-0.31605540,0.24512789,-0.04308045,0.04318767,0.09047475,0.01554670,0.70681343,-0.01425564,0.02056184,0.70695740,-0.03196282,0.02501907,0.00000008,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
4.82000000,-0.67408871,-11.01501087,1.23196266,2.99724647,-1.36357099,0.24966692,0.08170058,0.49114340,0.05434440,-0.31535019,0.24706412,-0.04279083,0.02732687,0.10313089,0.01341241,0.70681000,-0.01465898,0.02051353,0.70695398,-0.03189646,0.02521617,0.00000008,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
4.84000000,-0.61412786,-11.04218373,1.23696681,2.99881744,-1.35369857,0.25074527,0.07539798,0.49610615,0.05349112,-0.31496253,0.24925238,-0.04254405,0.01143487,0.11567607,0.01126334,0.70680643,-0.01506344,0.02046705,0.70695040,-0.03186210,0.02543893,0.00000008,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
4.86000000,-0.55413685,-11.06915815,1.24199236,3.00026242,-1.34372643,0.25180660,0.06909996,0.50111516,0.05264235,-0.31489287,0.25169032,-0.04234038,-0.00446866,0.12809477,0.00910214,0.70680269,-0.01546943,0.02042237,0.70694666,-0.03185979,0.02568713,0.00000008,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
4.88000000,-0.49411820,-11.09593212,1.24703896,3.00158143,-1.33365362,0.25285099,0.06280015,0.50617541,0.05179722,-0.31514123,0.25437523,-0.04218003,-0.02036405,0.14037157,0.00693149,0.70679879,-0.01587737,0.02037942,0.70694276,-0.03188955,0.02596050,0.00000008,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
4.90000000,-0.43407443,-11.12250361,1.25210628,3.00277437,-1.32347904,0.25387850,0.05649219,0.51129179,0.05095486,-0.31570725,0.25730413,-0.04206317,-0.03623164,0.15249111,0.00475405,0.70679471,-0.01628764,0.02033817,0.70693868,-0.03195137,0.02625875,0.00000008,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
4.92000000,-0.37400807,-11.14887059,1.25719399,3.00384102,-1.31320154,0.25488919,0.05016974,0.51646918,0.05011440,-0.31659018,0.26047372,-0.04198990,-0.05205181,0.16443815,0.00257249,0.70679047,-0.01670066,0.02029857,0.70693443,-0.03204518,0.02658156,0.00000008,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
4.94000000,-0.31392164,-11.17503098,1.26230174,3.00478102,-1.30281984,0.25588309,0.04382648,0.52171232,0.04927497,-0.31778887,0.26388041,-0.04196028,-0.06780496,0.17619755,0.00038951,0.70678603,-0.01711682,0.02026055,0.70693000,-0.03217089,0.02692856,0.00000008,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
4.96000000,-0.25381767,-11.20098268,1.26742920,3.00559390,-1.29233258,0.25686019,0.03745609,0.52702595,0.04843570,-0.31930180,0.26752027,-0.04197431,-0.08347155,0.18775429,-0.00179224,0.70678141,-0.01753652,0.02022406,0.70692538,-0.03232836,0.02729938,0.00000008,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
4.98000000,-0.19369873,-11.22672357,1.27257603,3.00627904,-1.28173830,0.25782051,0.03105232,0.53241466,0.04759571,-0.32112703,0.27138913,-0.04203194,-0.09903211,0.19909350,-0.00397008,0.70677660,-0.01796015,0.02018904,0.70692056,-0.03251740,0.02769359,0.00000008,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
5.00000000,-0.13356737,-11.25225149,1.27774191,3.00683572,-1.27103546,0.25876401,0.02460895,0.53788301,0.04675413,-0.32326225,0.27548247,-0.04213307,-0.11446726,0.21020043,-0.00614134,0.70677157,-0.01838809,0.02015545,0.70691554,-0.03273780,0.02811074,0.00000007,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
5.02000000,-0.07342616,-11.27756425,1.28292648,3.00726309,-1.26022242,0.25969066,0.01811979,0.54343543,0.04591010,-0.32570475,0.27979550,-0.04227753,-0.12975771,0.22106051,-0.00830337,0.70676634,-0.01882072,0.02012320,0.70691030,-0.03298930,0.02855036,0.00000007,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
5.04000000,-0.01327771,-11.30265964,1.28812942,3.00756017,-1.24929745,0.26060039,0.01157873,0.54907626,0.04506274,-0.32845146,0.28432314,-0.04246512,-0.14488428,0.23165933,-0.01045352,0.70676089,-0.01925843,0.02009225,0.70690485,-0.03327160,0.02901193,0.00000007,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
5.06000000,0.04687537,-11.32753539,1.29335039,3.00772586,-1.23825875,0.26149314,0.00497972,0.55480975,0.04421120,-0.33149890,0.28906004,-0.04269558,-0.15982793,0.24198265,-0.01258915,0.70675520,-0.01970158,0.02006253,0.70689916,-0.03358437,0.02949493,0.00000007,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
5.08000000,0.10703044,-11.35218922,1.29858903,3.00775893,-1.22710442,0.26236881,-0.00168321,0.56064002,0.04335463,-0.33484323,0.29400052,-0.04296857,-0.17456976,0.25201643,-0.01470763,0.70674928,-0.02015053,0.02003398,0.70689324,-0.03392722,0.02999877,0.00000007,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
5.10000000,0.16718483,-11.37661879,1.30384502,3.00765806,-1.21583248,0.26322729,-0.00841596,0.56657108,0.04249218,-0.33848022,0.29913867,-0.04328375,-0.18909103,0.26174684,-0.01680635,0.70674311,-0.02060564,0.02000652,0.70688707,-0.03429974,0.03052286,0.00000007,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
5.12000000,0.22733586,-11.40082172,1.30911801,3.00742179,-1.20444088,0.26406845,-0.01522434,0.57260684,0.04162301,-0.34240528,0.30446828,-0.04364068,-0.20337316,0.27116025,-0.01888273,0.70673668,-0.02106727,0.01998009,0.70688064,-0.03470149,0.03106659,0.00000006,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
5.14000000,0.28748079,-11.42479561,1.31440764,3.00704855,-1.19292748,0.26489216,-0.02211406,0.57875105,0.04074628,-0.34661343,0.30998288,-0.04403889,-0.21739776,0.28024326,-0.02093419,0.70672998,-0.02153574,0.01995463,0.70687394,-0.03513196,0.03162928,0.00000006,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
5.16000000,0.34761687,-11.44853799,1.31971358,3.00653665,-1.18129009,0.26569825,-0.02909073,0.58500734,0.03986118,-0.35109935,0.31567572,-0.04447786,-0.23114665,0.28898270,-0.02295818,0.70672300,-0.02201140,0.01993005,0.70686696,-0.03559063,0.03221028,0.00000006,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
5.18000000,0.40774132,-11.47204637,1.32503546,3.00588430,-1.16952642,0.26648654,-0.03615984,0.59137922,0.03896690,-0.35585734,0.32153981,-0.04495702,-0.24460187,0.29736567,-0.02495216,0.70671573,-0.02249456,0.01990630,0.70685968,-0.03607693,0.03280885,0.00000006,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
5.20000000,0.46785130,-11.49531819,1.33037292,3.00508960,-1.15763413,0.26725685,-0.04332679,0.59787003,0.03806263,-0.36088135,0.32756789,-0.04547573,-0.25774566,0.30537948,-0.02691364,0.70670816,-0.02298555,0.01988330,0.70685211,-0.03659027,0.03342428,0.00000005,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
5.22000000,0.52794394,-11.51835086,1.33572561,3.00415054,-1.14561080,0.26800898,-0.05059683,0.60448298,0.03714761,-0.36616498,0.33375244,-0.04603333,-0.27056054,0.31301175,-0.02884014,0.70670027,-0.02348467,0.01986097,0.70684422,-0.03712999,0.03405580,0.00000005,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
5.24000000,0.58801634,-11.54114173,1.34109316,3.00306501,-1.13345397,0.26874268,-0.05797508,0.61122112,0.03622105,-0.37170146,0.34008573,-0.04662909,-0.28302927,0.32025037,-0.03072921,0.70669205,-0.02399221,0.01983924,0.70683600,-0.03769543,0.03470261,0.00000005,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
5.26000000,0.64806555,-11.56368811,1.34647519,3.00183078,-1.12116110,0.26945774,-0.06546653,0.61808735,0.03528219,-0.37748373,0.34655976,-0.04726223,-0.29513487,0.32708350,-0.03257843,0.70668349,-0.02450845,0.01981805,0.70682744,-0.03828588,0.03536393,0.00000004,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
5.28000000,0.70808857,-11.58598725,1.35187134,3.00044556,-1.10872961,0.27015388,-0.07307602,0.62508439,0.03433031,-0.38350433,0.35316629,-0.04793194,-0.30686067,0.33349962,-0.03438543,0.70667458,-0.02503368,0.01979730,0.70681852,-0.03890059,0.03603889,0.00000004,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
5.30000000,0.76808235,-11.60803636,1.35728122,2.99890692,-1.09615684,0.27083086,-0.08080824,0.63221482,0.03336468,-0.38975551,0.35989689,-0.04863735,-0.31819028,0.33948751,-0.03614785,0.70666530,-0.02556815,0.01977694,0.70680924,-0.03953879,0.03672665,0.00000004,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
5.32000000,0.82804380,-11.62983257,1.36270444,2.99721238,-1.08344011,0.27148837,-0.08866772,0.63948104,0.03238459,-0.39622919,0.36674286,-0.04937755,-0.32910763,0.34503627,-0.03786337,0.70665563,-0.02611211,0.01975687,0.70679957,-0.04019965,0.03742633,0.00000003,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
5.34000000,0.88796979,-11.65137298,1.36814062,2.99535934,-1.07057668,0.27212614,-0.09665883,0.64688525,0.03138935,-0.40291696,0.37369534,-0.05015156,-0.33959698,0.35013532,-0.03952974,0.70664557,-0.02666580,0.01973703,0.70678951,-0.04088234,0.03813701,0.00000003,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
5.36000000,0.94785710,-11.67265464,1.37358936,2.99334512,-1.05756376,0.27274384,-0.10478577,0.65442950,0.03037831,-0.40981011,0.38074521,-0.05095839,-0.34964292,0.35477444,-0.04114470,0.70663510,-0.02722945,0.01971734,0.70677904,-0.04158597,0.03885776,0.00000003,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
5.38000000,1.00770250,-11.69367452,1.37905024,2.99116698,-1.04439855,0.27334116,-0.11305255,0.66211565,0.02935080,-0.41689962,0.38788318,-0.05179699,-0.35923040,0.35894375,-0.04270608,0.70662421,-0.02780327,0.01969772,0.70676814,-0.04230964,0.03958765,0.00000002,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
5.40000000,1.06750267,-11.71442955,1.38452286,2.98882206,-1.03107818,0.27391776,-0.12146300,0.66994535,0.02830622,-0.42417617,0.39509977,-0.05266626,-0.36834473,0.36263370,-0.04421171,0.70661287,-0.02838745,0.01967809,0.70675680,-0.04305241,0.04032570,0.00000002,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
5.42000000,1.12725425,-11.73491659,1.39000681,2.98630747,-1.01759977,0.27447329,-0.13002078,0.67792010,0.02724396,-0.43163016,0.40238528,-0.05356507,-0.37697159,0.36583516,-0.04565951,0.70660107,-0.02898218,0.01965837,0.70674501,-0.04381329,0.04107091,0.00000001,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
5.44000000,1.18695382,-11.75513246,1.39550165,2.98362023,-1.00396040,0.27500740,-0.13872932,0.68604116,0.02616343,-0.43925170,0.40972986,-0.05449225,-0.38509707,0.36853934,-0.04704742,0.70658881,-0.02958764,0.01963849,0.70673274,-0.04459130,0.04182228,0.00000001,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
5.46000000,1.24659789,-11.77507391,1.40100696,2.98075727,-0.99015714,0.27551970,-0.14759189,0.69430962,0.02506409,-0.44703061,0.41712348,-0.05544656,-0.39270765,0.37073784,-0.04837342,0.70657605,-0.03020397,0.01961836,0.70671998,-0.04538541,0.04257879,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
5.48000000,1.30618292,-11.79473764,1.40652229,2.97771550,-0.97618703,0.27600983,-0.15661153,0.70272635,0.02394539,-0.45495648,0.42455595,-0.05642676,-0.39979022,0.37242266,-0.04963557,0.70656279,-0.03083133,0.01959792,0.70670671,-0.04619454,0.04333938,-0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
5.50000000,1.36570530,-11.81412026,1.41204720,2.97449175,-0.96204709,0.27647739,-0.16579106,0.71129204,0.02280685,-0.46301862,0.43201691,-0.05743154,-0.40633212,0.37358620,-0.05083197,0.70654901,-0.03146984,0.01957708,0.70669293,-0.04701763,0.04410299,-0.00000001,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
5.52000000,1.42516135,-11.83321837,1.41758124,2.97108278,-0.94773435,0.27692197,-0.17513311,0.72000715,0.02164798,-0.47120608,0.43949587,-0.05845958,-0.41232110,0.37422128,-0.05196076,0.70653468,-0.03211960,0.01955576,0.70667860,-0.04785355,0.04486856,-0.00000001,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
5.54000000,1.48454735,-11.85202847,1.42312393,2.96748532,-0.93324581,0.27734317,-0.18464006,0.72887193,0.02046832,-0.47950770,0.44698219,-0.05950951,-0.41774538,0.37432113,-0.05302016,0.70651981,-0.03278072,0.01953389,0.70666372,-0.04870117,0.04563497,-0.00000001,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
5.56000000,1.54385949,-11.87054701,1.42867480,2.96369606,-0.91857847,0.27774056,-0.19431410,0.73788642,0.01926746,-0.48791205,0.45446511,-0.06057992,-0.42259363,0.37387941,-0.05400843,0.70650436,-0.03345328,0.01951139,0.70664827,-0.04955933,0.04640113,-0.00000002,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
5.58000000,1.60309389,-11.88877039,1.43423339,2.95971163,-0.90372936,0.27811372,-0.20415715,0.74705044,0.01804500,-0.49640753,0.46193372,-0.06166936,-0.42685501,0.37289022,-0.05492390,0.70648832,-0.03413733,0.01948819,0.70663223,-0.05042685,0.04716592,-0.00000002,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
5.60000000,1.66224663,-11.90669495,1.43979919,2.95552864,-0.88869546,0.27846221,-0.21417093,0.75636360,0.01680057,-0.50498227,0.46937703,-0.06277638,-0.43051915,0.37134810,-0.05576495,0.70647168,-0.03483293,0.01946420,0.70661558,-0.05130250,0.04792819,-0.00000003,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
5.62000000,1.72131369,-11.92431696,1.44537171,2.95114365,-0.87347382,0.27878560,-0.22435689,0.76582528,0.01553384,-0.51362425,0.47678392,-0.06389945,-0.43357617,0.36924804,-0.05653003,0.70645441,-0.03554010,0.01943935,0.70659831,-0.05218507,0.04868682,-0.00000003,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
5.64000000,1.78029100,-11.94163263,1.45095044,2.94655320,-0.85806147,0.27908342,-0.23471627,0.77543464,0.01424449,-0.52232121,0.48414320,-0.06503706,-0.43601672,0.36658550,-0.05721766,0.70643651,-0.03625887,0.01941357,0.70658040,-0.05307331,0.04944063,-0.00000004,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
5.66000000,1.83917443,-11.95863813,1.45653487,2.94175383,-0.84245546,0.27935522,-0.24525003,0.78519061,0.01293227,-0.53106075,0.49144357,-0.06618763,-0.43783194,0.36335639,-0.05782640,0.70641795,-0.03698922,0.01938678,0.70656184,-0.05396593,0.05018847,-0.00000005,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
5.68000000,1.89795974,-11.97532954,1.46212447,2.93674204,-0.82665287,0.27960055,-0.25595890,0.79509191,0.01159691,-0.53983026,0.49867365,-0.06734958,-0.43901352,0.35955709,-0.05835491,0.70639871,-0.03773114,0.01935892,0.70654260,-0.05486166,0.05092915,-0.00000005,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
5.70000000,1.95664267,-11.99170291,1.46771871,2.93151431,-0.81065082,0.27981894,-0.26684335,0.80513701,0.01023822,-0.54861701,0.50582203,-0.06852129,-0.43955365,0.35518448,-0.05880190,0.70637879,-0.03848458,0.01932989,0.70652268,-0.05575919,0.05166151,-0.00000006,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
5.72000000,2.01521885,-12.00775422,1.47331705,2.92606713,-0.79444645,0.28000993,-0.27790361,0.81532417,0.00885601,-0.55740809,0.51287719,-0.06970111,-0.43944511,0.35023591,-0.05916614,0.70635817,-0.03924949,0.01929965,0.70650205,-0.05665719,0.05238434,-0.00000006,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
5.74000000,2.07368387,-12.02347940,1.47891893,2.92039699,-0.77803692,0.28017303,-0.28913962,0.82565140,0.00745013,-0.56619045,0.51982761,-0.07088737,-0.43868121,0.34470923,-0.05944650,0.70633682,-0.04002580,0.01926810,0.70648070,-0.05755432,0.05309647,-0.00000007,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
